club_name,club_address,club_id,club_status
Patricks Bar,79 Westow Hill; Crystal Palace; SE19 1TX,35766,closed
The Pelican,45 All Saints Road; Notting Hill; W11 1HE,2552,closed
Pep-C,11 Haymarket; Piccadilly; SW1Y 4BP,21577,closed
The Pigalle,"215-217 Picadilly, West End, W1J 9HN",44579,closed
The Place,"182 Stoke Newingon Road, N16 7UY",65722,closed
Plan B,418 Brixton Road; Brixton; SW9 7AY,727,closed
Plan B (Basement),"418 Brixton Road, SW9 7AY",51767,closed
Planet Cheek,"Unit 2, 62 Hatcham Road, SE15 1TW",153799,closed
Plastic People,147-149 Curtain Road; Shoreditch; EC2A 3QE,738,closed
Platinum Bar,23-25 Paul Street; Shoreditch; EC2A 4JU,8381,closed
Play Bar,58 Old St; Clerkenwell; EC1V 9AJ,1244,closed
The Player,8 Broadwick Street; Soho; W1F 8HN,6474,closed
The Plumtree,"54 Farringdon Street, EC4A 4BD",14597,closed
Plus One Wine Bar,20 Stoke Newington Road,20200,closed
Polka,58-59 Poland Street; Soho; W1V 3DF,4840,closed
The Pool Bar,104 - 108 Curtain Road; Shoreditch; EC2A 3AA,1737,closed
Pop Up Pirates,27 Clerkenwell Road; Farringdon; EC1M 5RN,31377,closed
Pop-Up Singapore House,17 Dorset Square,66924,closed
Positively 4th Street,119 Hampstead Road; Euston; NW1 3EE,18594,closed
Power Lunches,"446 Kingsland Road, E8 4AA",58106,closed
Powers Kilburn,"332 Kilburn High Road, NW6 2QN",12803,closed
The Prince Alfred,"139 Marlborough Rd, N19 4NU",160489,closed
Progress Bar,162 Tufnell Park Road; Tufnell Park; N7 0EE,1082,closed
Proud2,The O2; Greenwich; SE10 0AX,42022,closed
Psy Dmt,Stables Market Unit 21/22; Chalk Farm Rd; Camden Town; NW1 8AH,1665,closed
Public Life,82a Commercial Street; Shoreditch; E1 6LY,1495,closed
Punk,14 Soho Street; Soho; W1D 3DN,3672,closed
Puregroove Records,6-7 West Smithfield; Farringdon; EC1A 9JX,13516,closed
The Purple Turtle,65 Crowndale Rd; Camden Town; NW1 1TN,1166,closed
Qt Cocktail Bar,8-9 Hoxton Square; Shoreditch; N1 6NU,31882,closed
The Qube Project,"191 Victoria St, SW1E 5NE, UK",87686,closed
Que Pasa Watford,"58 High St, Watford WD17 2BS",87356,closed
Railway Arches,68-74 Tooley Street; Bridge; SE1 2TF,6133,closed
The Railway Arches,Plough Yard; Shoreditch; EC2A 3LP,5056,closed
The Ramshackle,4 Fulham High Street; Fulahm; SW6 3LQ,12320,closed
Ratstar Social Centre,298 Camberwell Road; Camberwell; SE5 0DL,34725,closed
Rattlesnake of Angel,56 Upper Street; Angel Islington; N1 0NY,68912,closed
Raving Buddha,77 Goldhawk Road; Shepherds Bush; W12 8EG,38694,closed
The Real Music Club,"1127 Whetstone High Road, N20 9HS",13832,closed
The Red,566 Cable St; Limehouse; E1W 3HB,8904,closed
Redstar bar,319 Camberwell Rd; Camberwell; SE5 0HQ,1243,closed
The Regent,"5 Regent Street, Kensal Green, NW10 5LG",34234,closed
Rehab,"34 Surrey St, Croydon, Greater CR0 1RJ",42622,closed
Relay,Cable; 33a Bermondsey Street Tunnel; Bridge; SE1 3JW,57404,closed
The Relentless Garage,20 - 22 Highbury Corner; Islington; N5 1RD,39516,closed
Renaissance Rooms,Miles St; Vauxhall; SW8 1SD,2917,closed
The Rest Is Noise,442 Brixton Road; Brixton; SW9 8BH,24433,closed
The Retreat,144 Upper Street; Islington; N1 1QY,888,closed
Rex Bar / Cinema,21 Rupert Street; Soho; W1V 7FE,6836,closed
Rhum Jungle,"70 Exmouth Market, EC1R 4QP",37348,closed
Rhythm Factory,16-18 Whitechapel Road; Whitechapel; E1 1EW,737,closed
Rise Superclub,"1 Leicester square, WC2H 7NA",78322,closed
Riverside,South Bank Centre; Belvedere Road; South Bank; SE1 8XX,10470,closed
Rivington Studios,1 Rivington Street; Shoreditch; EC2A 3DT,45262,closed
The Roof Terrace,"274 Richmond Road, E8 3QW, City of",34519,closed
Rooftop Cafe,"Rooftop Cafe - 3rd Floor, 28 Bridge Street, SE1 9SG",81001,closed
Room At The Top,197 High Road; Ilford; Greater IG1 1LX,2595,closed
Rouge,144 Charing Cross Road; Soho; WC2H 0LB,1890,closed
The Roxbury,"19-21 High St, East Croydon, Croydon, CR0 1QB",38556,closed
Ruby Lo Club,23 Orchard Street; Marylebone; W1H 6HL,20246,closed
Ruby Lounge,33 Caledonian Road; Kings Cross; NI 9BU,12020,closed
Rudys Revenge,168 High Holborn; Covent Garden; WC1V 7AA,22839,closed
Rumpus Room,"20 Upper Ground, SE1 9PD",130727,closed
Runway,55 New Oxford Street; Bloomsbury; WC1A 1BS,27053,closed
The Russet,Hackney Downs Studios Amhurst Terrace E8 2BT,76374,closed
Russian Bar,267 Kingsland Road; Dalston; E2 8AD,5625,closed
S Bar,37 Battersea Bridge Road; Battersea; SW11 3BA,2972,closed
Saaki Bar,21-22 Poland Street; Soho; W1F 8QL,4123,closed
Sahara Nights,257 Pentonville Road; Kings Cross; N1 9NL,1371,closed
Satchmo's,97 Stoke Newington Road; Stoke Newington; N16 8BX,16577,closed
Scandals Bar & Club,82-84 Norwood High Street; West Norwood; SE27 9NW,25476,closed
Scrambled Eggs HQ,12 Grove Road; Mile End; E3 5AX,12452,closed
SEOne,11 Stainer Street; Bridge; SE1 9RL,733,closed
Shanghai Bar,Millennium Leisure Unit; 1 Bigsby Way; Greenwich; SE10 OQJ,9550,closed
Shapes,"117 Wallis Road, E9 5LN Hackney, Hackney",88185,closed
Shebeen,183 High Street; Acton; W3 9DJ,851,closed
Shepherd’s Bush Pavilion,58 Shepherds Bush Green; Shepherds Bush; W12 8QE,28074,closed
The Shoreditch Butchery,32 - 37 Cowper Street; Shoreditch; EC2A 4AP,71000,closed
Shoreditch Underground,Pedley Street; Shoreditch; E1 5ER,46442,closed
Shunt,20 Stainer St; Bridge; SE1 9RL,13010,closed
Shutterbug,"1 Rivington Place, EC2A 3BA",79450,closed
Sidings Warehouse,"85A Southwark Bridge Road, SE1 0NQ",68064,closed
The Silver Bullet,"5 Station Place, Finsbury Park, N4 2DH",31313,closed
Sin,144 Charing Cross Road; Soho; WC2 H0LB,3670,closed
The Sip Bar & Lounge,139-141 Tottenham Lane; Crouch End; N8 9BJ,8990,closed
Skye Nightclub,100-104 Lewisham High Street; SE13 7AE,93243,closed
Slvr (Sliver) Croydon,"34 Surrey St, Croydon CR0 1RG, Untied Kingdom",98263,closed
Smoke,14 Trinity Road; Tooting; SW17 7RE,8897,closed
The Soho Lounge,69 Dean Street; Soho; W1D 3SE,4194,closed
Soho Revue Bar,11 Walkers Court; Soho; W1F 0ED,8245,closed
"Sorry, No Vacancies","378 Brixton Road, SW9 7AW",85468,closed
Sosho Match,2 Tabernacle Street; Shoreditch; EC2A 4LU,3014,closed
Sound,"1 Leicester Square, WC2H 7NA",8449,closed
Soundshaft,Hungerford Lane; Strand; WC2N 6NG,1705,closed
SoundStage,The Goods Yard (off York Way); Kings Cross; N1 0UZ,3121,closed
South East London Art Rooms,"17B Dartmouth Road, Forest Hill, SE23 3HN, UK",111877,closed
Southside Bar,125 Cleveland Street; Fitzrovia; ; W1T 6QB,1123,closed
The Spitz,"109 Commercial Street; Shoreditch; E1 6BG, .",1833,closed
Stanza,93 - 107 Shaftesbury Avenue; Soho; W1D 5DY,8398,closed
The Stillery,"18 Kentish Town Road, Camden, NW1 9NX",96660,closed
Stonehorse Paper Cow,128-134 Bishopsgate; The City; EC2M 4HX,20386,closed
The Stratford Rex,361-375 Stratford High Street; Stratford; E15 4QZ,2928,closed
Studio 33,100-102 Tinworth Street; Vauxhall; SE11 5EQ,1107,closed
Studio 332 - The Whipping House,Cable Street Studios; 566 Cable Street; Shadwell; E1W 3HB,8149,closed
STYX,5 Ashley Road; N17 9LJ,109414,closed
Sub Logic,5/6 Argyll Street; Soho; W1F 7TD,863,closed
Substation South,9 Brighton Terrace; Brixton; SW9 8DJ,4200,closed
Suga Suga,187 Wardour Street; Soho; W1F 8ZB:,3370,closed
Supperclub London,12 Acklam Road; W10 5QZ,69162,closed
Surya,156 Pentonville Road; Kings Cross; N1 9JL,11662,closed
Swag Records,42 Station Road; West Croydon; Greater CR0 2RB,25688,closed
Swagga,27 Broadway; Stratford; E15 4BQ,60715,closed
Synergy Centre,220 Farmers Road; Camberwell; SE5 0TW,9843,closed
T Bar,Tea Building; 56 Shoreditch High St; Shoreditch; E1 6JJ,1781,closed
T Bar,18 - 22 Houndsditch; Aldgate; EC3A 7LP,17543,closed
Tabernacle,55-61 Tabernacle St; Broadgate; EC2A 4LE,1709,closed
Taman Gang,141 Park Lane; Mayfair; W1K 7AA,21288,closed
Tamarai,"167 Drury Lane, Covent Garden, WC2B 5PG",24309,closed
The Telegraph,228 Brixton Hill; Brixton; SW2 1HE,884,closed
The Holy Birds,"94 Middlesex Street, Spitalfields, E1 7EZ",128684,closed
The Question Mark,"129 Stoke Newington High Street, Stoke Newington, N16 0PH",20964,closed
Third Base,Mass; St Matthews Church; Brixton Hill; Brixton; SW2 1JF,1029,closed
Thirteen,13 Gerrard St; Soho; W1D 5PS,662,closed
Thomas A Becket,320 Old Kent Road; SE1 5UE,50126,closed
Thousand Island,"20-22 Highbury Corner, Highbury East, N5 1RA",134970,closed
Three Blind Mice Bar,5 Ravey Street; Shoreditch; EC2A 4QW,15061,closed
Tommy Flynns,55 Camden High Street; Camden Town; NW1 7JH,5328,closed
Tongue + Groove,50 Atlantic Road; Brixton; SW9 8JN,1650,closed
Tonki Gorilla,"642 Wandsworth Road, Clapham, SW8 3JW",45719,closed
Too2much,11-12 Walkers Court; Soho; W1F 0ED,2606,closed
Traffic,Victoria House; 1 Vernon Place; Bloomsbury; WC1A 2EP,6203,closed
Tuatara,107 Kings Road; Chelsea; SW3 4PA,28039,closed
Tufnell Park Dome,178 Junction Road; Tufnell Park; N19 5QQ,21489,closed
Turnmills,63b Clerkenwell Road; Farringdon; EC1M 5NP,509,closed
Turntables Hackney Wick,"119 Wallis Rd, Hackney Wick, E9 5LN",99311,closed
Two 8 Six,286 Lewisham High Street; SE13 6JZ,58796,closed
Under the Westway,242 Acklam Road; Kensal Town; W10 5JJ,22045,closed
Undersolo,20 Inverness Street; Camden Town; NW1 7HJ,5356,closed
UNDR,"36-44 Stoke Newington Road, N16 7XJ",156719,closed
Unit 13,"13 Allhallows Ln, EC4R 3UE",97508,closed
Unit 2A,"2a 133 Copeland Rd, SE15 3SN",85173,closed
Unit 7,Cable Studios; 566 Cable Street; Shadwell; E1W 3HB,4573,closed
Vendome,85 Piccadilly; Mayfair; W1J 7NB,15261,closed
Vendome Lounge,103-105 Walton St; Chelsea; SW3 2HP,10300,closed
Veranda,"30 Acre Lane, Brixton, SW2 5SG",44383,closed
Verve,"64 Peascod St, Windsor, SL4 1DE",60184,closed
Vibe Bar,Old Truman Brewery; 91 Brick Lane; Shoreditch; EC1 6QL,3269,closed
Vibe Live,"91 - 95 Brick Lane, E1 6QL",82961,closed
The Victory,281 Kingsland Road; Hoxton; E2 8AS,40298,closed
Views London,Rooftop of Rafayel Hotel 34 Lombard Road SW11 3RF,121527,closed
Visions Video Bar,588A Kingsland Road; Dalston; E8 4AH,9905,closed
The Volstead,"9 Swallow Street, W1R 7HD",16083,closed
The Wall,"45 Old Broad St, EC2N 1HU",51173,closed
Warehouse LDN,Unit H9; Hastingwood Trading Estate; 35 Harbet Road Edmonton; N18 3HT,8808,closed
The Warwick,45 Essex Rd; Angel; N1 2SF,2142,closed
Waterloo Brasserie,119 Waterloo Rd; Southwark; SE1 8UL,15805,closed
Wax,4 Winsley Street; Marylebone; W1W 8HF,1891,closed
Wax Jambu,144-145 Upper Street; Angel; N1 1QY,21215,closed
Westbourne Studios,242 Acklam Road; Kensal Town; W10 5JJ,7932,closed
The Westbury Bar,34 Kilburn High Road; Kilburn; NW6 5UA,5838,closed
The Where?house,Unit 3c; Mill Mead Industrial Estate; Mill Mead Rd; Tottenham; N17 9QU,6230,closed
The Whipping House,Cable Street Studios; 566 Cable Street; Shadwell; E1W 3HB,10557,closed
White BOX,"9 Park Walk, SW10 0AJ",89231,closed
The White Horse,"1 Lee High Road, Lewisham, SE13 5LD",113626,closed
The White Horse,153 Hoxton Street; Hoxton; N1 6PJ,39819,closed
The White House,65 Clapham Park Road; Clapham; SW4 7EH,1609,closed
White Rabbit,125 Stoke Newington Church St; N16 0UH,64714,closed
The White Rooms,"4 Fulham High Street, SW6 3LQ",81915,closed
Wildcats,97 Kingsland Road; Hoxton; E2 8AH,5599,closed
Willa's,"9 Swallow Street, Mayfair W1B 4DN",24898,closed
WM94,"94 Middlesex Street, E1 7EZ",141809,closed
Woodies,41-43 Woodfield Road; Westborne Park; W9 2BA,1247,closed
The Wreck Bar,"65 Camberwell Church St, SE5 8TR",63514,closed
Wringer,94 Middlesex Street Shoreditch E1 7EZ,145554,closed
Xoxo Bar,"74 Upper Street, Islington, N1 0NY",76373,closed
XXL,"1 Invicta Plaza, SE1 9UF, UK",133239,closed
York Way Freight Yards,The Freight Yard; Kings Cross; N1 0UZ,1377,closed
Zanzibar Nightclub,291 Kirkdale Road; Sydenham; SE26 4QD,72951,closed
Zebrano City,"Dukes House, 32-38 Duke's Pl, EC3A 7DB",117752,closed
Zinc,"Centre Point, 101-103 New Oxford Street, WC1A 1DD",88542,closed
